src_text,tgt_text,src_lang,tgt_lang
ﺣﺟﺭ,donkey,chg_Arab,eng_Latn
مذکور افندى نينک تشريفی مناسبت بلە باش وکالتدە قومندانلرنينک فوق العادە مجلسلرى بولدى,"On the occasion of this honor, the commanders within the Chief Representative’s office convened an extraordinary meeting.",chg_Arab,eng_Latn
ﺍﻮﻏﻼﻧﻼﺮﻯ,their sons,chg_Arab,eng_Latn
ﻧﻭﻳﺩﻯ,"he/she/it was annoying, annoying",chg_Arab,eng_Latn
قاما-,to shut in,chg_Arab,eng_Latn
ﻏﺎﻗﻳﻟﻠﻴﻖ,ақылды,chg_Arab,kaz_Cyrl
ﻗﻳﺯ,girl,chg_Arab,eng_Latn
ﺍﻮﻏﻪ,to hunt,chg_Arab,eng_Latn
ایسیق چاى تاتلیقدور,The hot tea is tasty.,chg_Arab,eng_Latn
سيز,you,chg_Arab,eng_Latn
ﮐﻴﮑﻴﺯ,felt,chg_Arab,eng_Latn
ﺗﻮﺮﺍﻠﻴﻜﻨﻰ,"кесімін, шешімін",chg_Arab,kaz_Cyrl
محلە,махалла,chg_Arab,kaz_Cyrl
ﺴﺮﻜﺵ,бүлік,chg_Arab,kaz_Cyrl
ﻏﻭﻏﺎ,"fight, war, clamor",chg_Arab,eng_Latn
ﺁﻟﭼﻮﻖ,"талшық , жүрек жалғарлық қорек",chg_Arab,kaz_Cyrl
ﻫﺟﺮﻯ,мұсылман күнтізбесіндегі ескі жыл санау,chg_Arab,kaz_Cyrl
يارالان-,to be wounded,chg_Arab,eng_Latn
ﺑﺭﻴﺴﻨﻰ,біреуін,chg_Arab,kaz_Cyrl
مونينکغە,towards this,chg_Arab,eng_Latn
فرمان,бұйрық,chg_Arab,kaz_Cyrl
خداليق,deity,chg_Arab,eng_Latn
ﻳﻮﺮﻮﻤﺎﻜﻜﺎ,"жүрмекке, жүруге",chg_Arab,kaz_Cyrl
کومال,to be buried,chg_Arab,eng_Latn
جان,person,chg_Arab,eng_Latn
دعوت,proselytization,chg_Arab,eng_Latn
تاريخقە بر مينک اوچ يوز اليک التە ماە صفرنينک اوچى ايردى,Тарихқа бір мың үш жүз елу алты Сафар айының үші еді,chg_Arab,kaz_Cyrl
ﻗﭽﻗﺭﺪﻴﻢ,I shouted.,chg_Arab,eng_Latn
ﻤﺮ ﱠ ﺻﻊ,"көркемдеу, әшекейлеу",chg_Arab,kaz_Cyrl
ايکنجي حصە دا طاعت عبادت قلدى لار,"In this second part, they worshipped",chg_Arab,eng_Latn
ﺗﻴﻜﺪﻯ,relevant (conflict),chg_Arab,eng_Latn
يغاچدين ال-,to take some wood,chg_Arab,eng_Latn
هر تقدير بلە غارغە کريب حق تعالى الارغە اويقونى مستولی قيليب اوج يوز توقوز يل اويوميشلار,"In any case, they entered the cave, God sent them an overwhelming sleep, and they slept for three hundred and nine years",chg_Arab,eng_Latn
-توش,to fall,chg_Arab,eng_Latn
بعضي,some,chg_Arab,eng_Latn
ﻗﻴﺷﻼﺭ,wintering,chg_Arab,eng_Latn
ﺴﻭﺰﻻﺸﻴﺏ,talking,chg_Arab,eng_Latn
ﺍﻳﻭ ﺍﻮﻳﻮﻧﻰ,үй-үйді,chg_Arab,kaz_Cyrl
ﻗﺮﺍﻧﻐﻮ,dark,chg_Arab,eng_Latn
ﻤﻨﻴﻜﻰ,менікі,chg_Arab,kaz_Cyrl
ﺍﭼﺘﻰ,ашты,chg_Arab,kaz_Cyrl
ﮐﻮﺮﻨﺷﺨﺎﻧﻪ,көрінісханадан,chg_Arab,kaz_Cyrl
فرض واجب سنتنى ترک توتمانيکز,"Парыз, уәжіп, сүннетті тәрк етпеңіздер",chg_Arab,kaz_Cyrl
تیدی,деді,chg_Arab,kaz_Cyrl
ﻛﭽﻜﻴﻨﻴﻧﮏ,younger one,chg_Arab,eng_Latn
اير,ер,chg_Arab,kaz_Cyrl
ﻋﺎﻗﺒﺕ,"finally, at the end, at the end",chg_Arab,eng_Latn
ﻗﭽﻗﺭﻴﺐ,айғайлаб,chg_Arab,kaz_Cyrl
فقیرداك,poor,chg_Arab,eng_Latn
ﻛﺰ,ор,chg_Arab,kaz_Cyrl
ﺒﺭﮐﺯ,"бір мезгілде, бір уақытта",chg_Arab,kaz_Cyrl
بزاردين ميوە الادور,Базардан жеміс алады,chg_Arab,kaz_Cyrl
بد,Жаман,chg_Arab,kaz_Cyrl
هر,әр,chg_Arab,kaz_Cyrl
ﺁﺮﺍﻻﺷﻐﺎﻦ,"entered, entered",chg_Arab,eng_Latn
اول آدم و مظلوم کيشي اوشبو يردەدور,Ол адам мен әйел осы жерде,chg_Arab,kaz_Cyrl
ﻳﺗﻣﺷﻛﺎ,seventy,chg_Arab,eng_Latn
ﺁﻟﻤﺎﻏﻴﻝ,apple,chg_Arab,eng_Latn
اويقولاغاج روحلارين قابض ارواح حق تعالى امرى بلە قبض قيلميش,ұйықтаған сәтте рухтарын жан алушы періште Хақ Тағала әмірімен алған екен,chg_Arab,kaz_Cyrl
راست ليق,truth,chg_Arab,eng_Latn
ﺴﺎﺪﻩ ﺪﻝ,"simple, ordinary person",chg_Arab,eng_Latn
حاصل,Өнім,chg_Arab,kaz_Cyrl
ايکولان,біз екеуміз,chg_Arab,kaz_Cyrl
ﺒﺎﺷﻰ,"сандық мөлшер, саны",chg_Arab,kaz_Cyrl
ﺨﺎﻨﺘﻴﮏ,"хандай, хан сияқты",chg_Arab,kaz_Cyrl
شونداق قيليب,осылай етіп,chg_Arab,kaz_Cyrl
ﻮﻻﻴﺗﻼﺮﺪﻳﻦ,уалаяттардан,chg_Arab,kaz_Cyrl
ﻨﻗﺎﺮﻩ,"барабан, даңғыра , іші қуыс саз аспабы",chg_Arab,kaz_Cyrl
تونکانلار طرفيدين آتيلدى,He was shot by the Dungans.,chg_Arab,eng_Latn
قيلماغيل,Do not do it!,chg_Arab,eng_Latn
موندين بر فرقەسى تاش بازاريغە کلکان ايدى,Олардың бір тобы Тас Базарына келген еді.,chg_Arab,kaz_Cyrl
ﺁﺭﺍﻻﺷﺪﻰ,араласты,chg_Arab,kaz_Cyrl
ﻳﻤﺎﻦ,black people,chg_Arab,eng_Latn
ﺒﻮﺰﻮﻠﺩﻴﻼﺮ,divided,chg_Arab,eng_Latn
توقيف,тұтқындау,chg_Arab,kaz_Cyrl
ﭼﻗﻗﻮﺩﻴﮏ,"as if to come out, as if to come out",chg_Arab,eng_Latn
بار-,бару,chg_Arab,kaz_Cyrl
ملت,religious community,chg_Arab,eng_Latn
کوزسيز,көзсіз,chg_Arab,kaz_Cyrl
سيزلاردە,on you (plural),chg_Arab,eng_Latn
طاعت,obedience,chg_Arab,eng_Latn
ممت,man's name,chg_Arab,eng_Latn
اولارنينک,олардың,chg_Arab,kaz_Cyrl
ﻗﺮﺍ,black,chg_Arab,eng_Latn
ﺍﺩﺏﻠﮏ,әдепті,chg_Arab,kaz_Cyrl
کل,rose,chg_Arab,eng_Latn
بار,there is,chg_Arab,eng_Latn
ميراب,мираб,chg_Arab,kaz_Cyrl
عمر,өмір,chg_Arab,kaz_Cyrl
محکم,мықты,chg_Arab,kaz_Cyrl
ﻣﻳﺎﻧﻪ,орташа,chg_Arab,kaz_Cyrl
باشلا,to guide,chg_Arab,eng_Latn
ﺗﻭﺰ,жазық жер,chg_Arab,kaz_Cyrl
خبرنى بيليب غمگين بولور,She learned the news and became sorrowful.,chg_Arab,eng_Latn
ﺒﺎﻋﺚ,себеп,chg_Arab,kaz_Cyrl
ﺍﭼﺘﻰ,hungry,chg_Arab,eng_Latn
کوزلاريم,my eyes,chg_Arab,eng_Latn
ﺣﺱ,сезім,chg_Arab,kaz_Cyrl
تانکلاسى عاج کليب جقيب کتي.,The next morning Aj left.,chg_Arab,eng_Latn
پُل بار,Ақша бар,chg_Arab,kaz_Cyrl
ﻗﻮﻠﻴﻥ,hand,chg_Arab,eng_Latn
ﻠﺑﻧﻪ,to the shore,chg_Arab,eng_Latn
حد,шек,chg_Arab,kaz_Cyrl
اولتوركایلار,kill,chg_Arab,eng_Latn
ﻴﻐﻼﺷﺪﻴﻼﺮ,cried,chg_Arab,eng_Latn
پادشاە امان,peaceful king,chg_Arab,eng_Latn
سيز ايمدى بر ايال تافيب کدخدا بولونک,"Сіз енді бір әйел тауып, үйленуші (кәдіхуда) болыңыз",chg_Arab,kaz_Cyrl
بلانکيز,your child,chg_Arab,eng_Latn
ایستامایمیزمو,іздемейміз бе?,chg_Arab,kaz_Cyrl
سوزدين,сөзден,chg_Arab,kaz_Cyrl
ﺍﻮﺭﺪﻯ,entered,chg_Arab,eng_Latn
عزت,glory,chg_Arab,eng_Latn
بر کشي ني جرلاب اليب کليب سوز سوردى لار,"They invited someone back to theirs, and they asked him",chg_Arab,eng_Latn
جونك كيچيک,both large and small ,chg_Arab,eng_Latn
و ینە فرمان بولدیكە دم باسغلدیب,"When He said, ""Blow!""",chg_Arab,eng_Latn
ﻴﻗﺎﺴﻴﻧﻪ,to the shore,chg_Arab,eng_Latn
شهر,қала,chg_Arab,kaz_Cyrl
عجم,иран халқы,chg_Arab,kaz_Cyrl
ياران,friends,chg_Arab,eng_Latn
اون ايکی ياش,он екі жас,chg_Arab,kaz_Cyrl
ﻳﺎﻍ,жау,chg_Arab,kaz_Cyrl
اکرچە,егер де,chg_Arab,kaz_Cyrl
ﺑﻴﮑﺒﺎﺮ,"тез, кенеттен",chg_Arab,kaz_Cyrl
ﺍﺸﻜﻳﺪﺍ,at the door,chg_Arab,eng_Latn
غريب,ғарип (таңқаларлық),chg_Arab,kaz_Cyrl
اوقو,to read,chg_Arab,eng_Latn
بو ايکولان انديشە قيلدى لار کم بيکانەلارنينک شهريکە کجە برلە کرماک عاقل لارنينک ايشي ايماس دور,Бұл екеуі бөгделердің қаласына түнде кіру ақылдылардың ісі емес деп қауіптенді,chg_Arab,kaz_Cyrl
آيري,айыру,chg_Arab,kaz_Cyrl
ﻏﺯﺕ,"respect, honor",chg_Arab,eng_Latn
جلاليت,Ұлылық (жалалият),chg_Arab,kaz_Cyrl
ﺑﻳﻛﻴﻜﺎ,to the front,chg_Arab,eng_Latn
ﺸﺮﻴﻌﺖ,"мұсылман дінінің заңы, ережелері ",chg_Arab,kaz_Cyrl
ﺣﺎﻜﻡ ﻧﺷﻴﻦ,"билік ордасы, басқару орталығы",chg_Arab,kaz_Cyrl
بربر,бір-бірі,chg_Arab,kaz_Cyrl
وفات,disaster,chg_Arab,eng_Latn
نشو و نما,даму,chg_Arab,kaz_Cyrl
ﺍﻮﻧﻰ,аңды,chg_Arab,kaz_Cyrl
ﻴﺘﻜﻮﺮﻤﺎﻯ,without delivering,chg_Arab,eng_Latn
ﺣﺎﻻ,now,chg_Arab,eng_Latn
ﺑﺨﻴﻞ,goodbye,chg_Arab,eng_Latn
ﭽﻗﺎﺮﺍﻟﻰ,шығарайық,chg_Arab,kaz_Cyrl
ﭽﻬﺮﻩ,реңі,chg_Arab,kaz_Cyrl
تون,түн,chg_Arab,kaz_Cyrl
ﻴﺎﺭﻳﻢ,half,chg_Arab,eng_Latn
ﺍﻳﻠﮑﺎﺭﻯ,"алдын-ала , бұрын",chg_Arab,kaz_Cyrl
ﮐﻨﺎﻳﻪ,"gesture, hint",chg_Arab,eng_Latn
ﺍﻮﺯﻛﺎﺳﻰ,another,chg_Arab,eng_Latn
برادور,береді,chg_Arab,kaz_Cyrl
ﺒﺴﻴﺎﺮ,өте,chg_Arab,kaz_Cyrl
پاليز,orchard,chg_Arab,eng_Latn
ﻋﺎﺮﺽ,пайда болу,chg_Arab,kaz_Cyrl
ﻓﺎﻟﻴﺯ,garden,chg_Arab,eng_Latn
ﺰﺑﻭﻦ,әлсіз,chg_Arab,kaz_Cyrl
امّا سيزلارکە نصيحت بو کم زينهار,Бірақ сіздерге насихат сол: зинһар (байқаңыздар),chg_Arab,kaz_Cyrl
ﻣﺷﺮﻒ,"мойынсыну, берілу",chg_Arab,kaz_Cyrl
ﺪﺮﮎ ﺠﻬﻨﻡ,hell,chg_Arab,eng_Latn
ﻳﺎﻗﻗﻪ,towards (a specific direction),chg_Arab,eng_Latn
هذه,бұл,chg_Arab,kaz_Cyrl
اوروش-,to fight with one another,chg_Arab,eng_Latn
يغاچنى ال-,to take the wood,chg_Arab,eng_Latn
اوقاف,уақыптар,chg_Arab,kaz_Cyrl
حدود اربعە,the four limits,chg_Arab,eng_Latn
قیرغاول,қырғауыл,chg_Arab,kaz_Cyrl
شيدا,диуана,chg_Arab,kaz_Cyrl
ﺯﮐﻮﺓ,жоқ-жітікке берілетін садақа,chg_Arab,kaz_Cyrl
ﻤﮆﻞ,proverb,chg_Arab,eng_Latn
ﺁﻟﭼﻮﻖ,"fiber, heart-healthy food",chg_Arab,eng_Latn
طيبە,Таза (ізгі),chg_Arab,kaz_Cyrl
قال-,to remain,chg_Arab,eng_Latn
باغ,orchard,chg_Arab,eng_Latn
ﻳﻮﻗﺎﺭﻮ,жоғары,chg_Arab,kaz_Cyrl
ﺁﺘﻗﻭﻻﺐ,"shoot, fire",chg_Arab,eng_Latn
ﻴﺧﺸﻴﻼﺭ,"ел ағалары, игі-жақсылары",chg_Arab,kaz_Cyrl
ﭽﺒﻦ,fly,chg_Arab,eng_Latn
ﺍﻳﻧﺎﻨﺪﻴﻼﺮ,олар сенді,chg_Arab,kaz_Cyrl
ﻤﻗﺎﺘﻟﻪ,to fight,chg_Arab,eng_Latn
انشاء الله,Иншалла (Құдай қаласа),chg_Arab,kaz_Cyrl
ﺁﻗﺎﺮﻴﺐ,"to turn white, to turn white",chg_Arab,eng_Latn
ميراب,an official who manages irrigation and the distribution of water,chg_Arab,eng_Latn
ﻣﻌﻣﻭﺮ,"гүлденген , жайқалған",chg_Arab,kaz_Cyrl
ﺘﺒﺮ,балта,chg_Arab,kaz_Cyrl
تايغان,hunting dog,chg_Arab,eng_Latn
... دين زيادە,...-дан астам,chg_Arab,kaz_Cyrl
حاصل,Нәтиже,chg_Arab,kaz_Cyrl
ﺁﻄﻠﻴﻐﻪ,атты кісіге,chg_Arab,kaz_Cyrl
ﺘﺎﻣﻧﻴﻨﮏ,of the house,chg_Arab,eng_Latn
ﺒﺎﺷﻗﻪ ﺒﺎﺷﻗﻪ,жеке-жеке,chg_Arab,kaz_Cyrl
شيخ شهاب الدين,Shaykh Shahab ud-Din,chg_Arab,eng_Latn
ﺍﻧﺪﺍﻍ,in the evening,chg_Arab,eng_Latn
عنايت,bestowal,chg_Arab,eng_Latn
اى محمد اوشبو کافرغە جواب برماکاي سن,"Oh, Muhammad! Do not respond to this nonbeliever",chg_Arab,eng_Latn
ﺍﻳﺪﺍﮐﻴﺩﺍﮐﻰ,at the foot,chg_Arab,eng_Latn
ﻴﻮﺭﻮﺏ,through,chg_Arab,eng_Latn
ﺰﻧﺪﺍﻦ,зындан,chg_Arab,kaz_Cyrl
ﺍﻮﻗﻼﻣﺎﻯ,without sleep,chg_Arab,eng_Latn
بو تاريخ نى بر کيشي کا تکليف قيلالى تيب هر چند فکر قيلدوق هيچ مناسب کيشي تابمادوق,"Бұл тарихты бір кісіге тапсырайық деп қанша пікір қылсақ та, еш лайықты кісі таппадық",chg_Arab,kaz_Cyrl
ملا خان باشليق تونگان لار,Dungans under the leadership of Mullah Tokhta ,chg_Arab,eng_Latn
حیات,life,chg_Arab,eng_Latn
  سلطان محمود خان,Сұлтан Махмұд хан,chg_Arab,kaz_Cyrl
الين-,алыну,chg_Arab,kaz_Cyrl
بر آدم بار,бір адам бар,chg_Arab,kaz_Cyrl
بيابان لارنى طى قليب باديەلارنى قطع قليب شهر اردويل غە کلدي لار,"Иен далаларды басып, шөлдерді кесіп өтіп, Ардебил шаһарына келді",chg_Arab,kaz_Cyrl
ﺍﻴﻧﺎﻨﻤﺎﺪﻴﻧﮑﺰ,сенбедіңіздер,chg_Arab,kaz_Cyrl
حضرت جبرائيل عليه السلام دركاه حقكه باریب حضرت داود سوزینى قيلدیلار,Jibra'il (peace be upon him!) went to the presence of God and talked to Him about Dawud.,chg_Arab,eng_Latn
تعريف,praise,chg_Arab,eng_Latn
ﺘﻮﺷﻳﻛﺎ,to the chest,chg_Arab,eng_Latn
ديماسالار, If they do not say,chg_Arab,eng_Latn
سرو سهی,тік самырсын,chg_Arab,kaz_Cyrl
ﺍﻮﻟﺘﻮﺮﻏﻭﭽﻰ,sitter,chg_Arab,eng_Latn
سوزدين,from the word,chg_Arab,eng_Latn
ﻴﺎﻧﮑﻴﺪﻳﻦ,жаңадан,chg_Arab,kaz_Cyrl
قيز,daughter,chg_Arab,eng_Latn
قزل مرچ,red pepper,chg_Arab,eng_Latn
اونا-,to agree,chg_Arab,eng_Latn
توجە,Назар аудару,chg_Arab,kaz_Cyrl
بلا,child,chg_Arab,eng_Latn
تورت کونلوک روايت,a story that lasts for four days,chg_Arab,eng_Latn
ﭽﻴﺐ (چبنى),fortified,chg_Arab,eng_Latn
تيلا,to ask for,chg_Arab,eng_Latn
ﺍﻴﺭﻣﺵ,еді,chg_Arab,kaz_Cyrl
ﺳﻭﻏﺎ,суға,chg_Arab,kaz_Cyrl
باشى تاز بولدى,Басы таз болды,chg_Arab,kaz_Cyrl
قند آرزان ایماس,қант арзан емес,chg_Arab,kaz_Cyrl
ﻤﻌﻨﻳﺳﻨﻰ,мағынасын,chg_Arab,kaz_Cyrl
ﺘﻴﻜﻭﺭﺪﻯ,"sent, sent",chg_Arab,eng_Latn
مثل,сияқты,chg_Arab,kaz_Cyrl
اهدنی,құжатты ( келісімді ),chg_Arab,kaz_Cyrl
کوردى,көрді,chg_Arab,kaz_Cyrl
ﺍﻠﻴﮏ,елу,chg_Arab,kaz_Cyrl
ﺗﻮﺠﻪ,көңіл бөлу,chg_Arab,kaz_Cyrl
ﺴﻴﻐﺎﺮ,see you,chg_Arab,eng_Latn
ﺍﻳﻜﻴﺯ,егіз,chg_Arab,kaz_Cyrl
ﻜﻴﻟﻣﺎﮎ ﻭ ﻗﺎﻳﺘﻤﺎﻕ,return trip,chg_Arab,eng_Latn
ﻓﺎﺭﻍ,босау,chg_Arab,kaz_Cyrl
قولاج,fall,chg_Arab,eng_Latn
دیورلار,дейді,chg_Arab,kaz_Cyrl
بارمادى مو,Did she not go?,chg_Arab,eng_Latn
من اوشول يردە ايرديم,Мен сол жерде едім,chg_Arab,kaz_Cyrl
موندين,from this,chg_Arab,eng_Latn
ﺷﻮﻨﺩﺍﻕ,so,chg_Arab,eng_Latn
رسالۀ تمورچيليک,Теміршілік рисаласы,chg_Arab,kaz_Cyrl
ﭘﻴﺎﺰﻯ,пиязы (жабайы жуа),chg_Arab,kaz_Cyrl
اوخشە,ұқсау,chg_Arab,kaz_Cyrl
ﺒﻴﻬﻭﺶ,"әлсіреу, әлсіздік",chg_Arab,kaz_Cyrl
اوشول,just that,chg_Arab,eng_Latn
ﻴﻠﻐﻴﻧﻧﻰ,шалғынды,chg_Arab,kaz_Cyrl
حضرت حق سبحانە اهنكرلیک كسب قیلماقغە بیوردیلار,God the Highest ordered him to take on the profession of blacksmithing.,chg_Arab,eng_Latn
ﻤﺎﻠﻼﺭﻳﻧﻰ,livestock,chg_Arab,eng_Latn
ﻮﺍﻗﻌﺎﺕ,"incident, incident",chg_Arab,eng_Latn
تا کاشغرغجە سو ايچتي ختن کجە چاى,"All the way to Kashgar, she drank water; to Khotan, she drank tea",chg_Arab,eng_Latn
ﻗﻴﺮﻠﺪﻯ,killed,chg_Arab,eng_Latn
حضرت مولانا کوردي لار کم توغلوق تمور خان دېکان بر قزيل اوى اتيب,The Master saw that this fellow called “Tughluq Temur Khan” had set up a red tent,chg_Arab,eng_Latn
ﺁﺘﺎﻟﻳﻗﻨﻴﻧﮏ,аталығының,chg_Arab,kaz_Cyrl
ﻴﺗﻤﺎﻛﻭﻨﭽﻪ,"until it is enough, until it is full",chg_Arab,eng_Latn
ﻗﻠﻐﻪ,қақпа,chg_Arab,kaz_Cyrl
تومشوغ,тау сілемі,chg_Arab,kaz_Cyrl
صفاليق,pleasant,chg_Arab,eng_Latn
ﮐﺘﻤﺎﻠﻴﻨﮏ,don't go,chg_Arab,eng_Latn
ﺘﻭﻗﻐﺎﻨﻳﺪﻴﻦ,туғанынан,chg_Arab,kaz_Cyrl
ﻣﻌﻴﻥ,"defined (specific), fixed",chg_Arab,eng_Latn
ﭽﻮﭙﺎﻦ,shepherd,chg_Arab,eng_Latn
اصلا,none,chg_Arab,eng_Latn
ﻳﻜﻴﺕ,жігіт,chg_Arab,kaz_Cyrl
بنظر تحمل قليب ملاحظە بيلان کوردىلار کم,"сабырмен қарап, байқап көрді",chg_Arab,kaz_Cyrl
چيقتى,шықты,chg_Arab,kaz_Cyrl
ﺴﻮﻗﺎ,соғыстан түскен олжадан берілетін сый ( сауға ),chg_Arab,kaz_Cyrl
ديدى لار,They said.,chg_Arab,eng_Latn
اول,ол,chg_Arab,kaz_Cyrl
ﺁﻴﺎﻧﻤﺎﻳﻦ,I don't care.,chg_Arab,eng_Latn
ملک,king,chg_Arab,eng_Latn
سول,Сол,chg_Arab,kaz_Cyrl
ﺳﻮﺮﻏﺎﻴﻼﺮ,be punished,chg_Arab,eng_Latn
اط لاريغە,оның аттарына,chg_Arab,kaz_Cyrl
خبر,news,chg_Arab,eng_Latn
ﺗﺎﺐ,қарсы тұру,chg_Arab,kaz_Cyrl
ﻗﺎﻮﻥ,қауын,chg_Arab,kaz_Cyrl
اون آتار,ten-shooter pistol,chg_Arab,eng_Latn
ﺘﻤﻮﺭﭽﻰ,ұста,chg_Arab,kaz_Cyrl
و اخبارنينک غريبيدين برى بودور,және хабарлардың ғарибының бірі осы,chg_Arab,kaz_Cyrl
ﺍﻮﺕ (اوتلار),шөп,chg_Arab,kaz_Cyrl
ﺳﺎﻠﺩﻯ,brought in,chg_Arab,eng_Latn
یکشنبە,Sunday,chg_Arab,eng_Latn
ﻤﺪﺕ,"time interval, amount of time",chg_Arab,eng_Latn
پادشاهینكه,патшаңа,chg_Arab,kaz_Cyrl
ﺁﻴﺘﻗﻮﺪﻴﮏ,as you say,chg_Arab,eng_Latn
ایرماس,емес,chg_Arab,kaz_Cyrl
کاي سيزلار,you shall,chg_Arab,eng_Latn
بر يکتکا کوزى توشتى.,Her eye fell upon a young man.,chg_Arab,eng_Latn
الت,to lead,chg_Arab,eng_Latn
گوشت اوشول يردە يوق,There is no meat at that place,chg_Arab,eng_Latn
شوردریا,salt sea ,chg_Arab,eng_Latn
آرقە,арқа,chg_Arab,kaz_Cyrl
بردى,he gave,chg_Arab,eng_Latn
بو چاى قرامو,Бұл шай қара ма?,chg_Arab,kaz_Cyrl
قتق,yogurt,chg_Arab,eng_Latn
ﺁﻠﻮﺷﻮﺭﻤﻴﺰ,"we exchange, we exchange",chg_Arab,eng_Latn
ﺒﻠﻧﺪ,high,chg_Arab,eng_Latn
ﺴﭙﺎﻩ,army,chg_Arab,eng_Latn
ﻳﻤﺎﻦ,bad,chg_Arab,eng_Latn
ﺒﺮﻻﻥ,көмектес септік жалғауы,chg_Arab,kaz_Cyrl
ﻗﻤﻳﺸﻨﻴﻧﮏ,қамысты ң,chg_Arab,kaz_Cyrl
ﻗﻭﺮﻮﻕ,withered,chg_Arab,eng_Latn
ايت-,жасау,chg_Arab,kaz_Cyrl
شورپا,soup,chg_Arab,eng_Latn
ﺑﻮﻠﻮﻧﮏ,бол,chg_Arab,kaz_Cyrl
ﮐﻤﻪ,ship,chg_Arab,eng_Latn
اختيار,choice,chg_Arab,eng_Latn
ﺪﺭ,gemstone,chg_Arab,eng_Latn
اياق,түбі,chg_Arab,kaz_Cyrl
ﻋﻬﺩ,"power of attorney, confirmation document",chg_Arab,eng_Latn
ﻳﺎﻧﻼﺮﻴﻧﺩﺍﻗﻰ,"next to, next to",chg_Arab,eng_Latn
ﻤﺜﻗﺎﻝ,"азғантай , кішкентай өлшем",chg_Arab,kaz_Cyrl
ﺑﺎﻏﻼﺐ,tied up,chg_Arab,eng_Latn
مرچ قزل ایماس کوک دور,pepper is not red it is green,chg_Arab,eng_Latn
يعقوب,Жақып,chg_Arab,kaz_Cyrl
کافر,nonbeliever,chg_Arab,eng_Latn
ﺑﺎﺳﻣﺎﻗﻟﻴﻗﻘﻪ,"to win, to win",chg_Arab,eng_Latn
ﺗﺎﺑﺷﻭﺮﻭﺏ,тапсырып,chg_Arab,kaz_Cyrl
ﻳﻮﺭﻮﺪﻮﮎ,жүрдік,chg_Arab,kaz_Cyrl
ﻧﻮﻳﺴﻧﺩﻩ,writer,chg_Arab,eng_Latn
کچيک بلا قوزى غە بوغاز برادورمو,Кішкентай бала қозыға жем бере ме?,chg_Arab,kaz_Cyrl
توردى,she stood,chg_Arab,eng_Latn
کرکان يريدين تونکانيلارنی اولتوروب,кірген жерден дүнгендерді өлтіріп,chg_Arab,kaz_Cyrl
ﭘﺭﺴﺕ,табынушылық,chg_Arab,kaz_Cyrl
ﺍﻮﭽﻮﻧﻰ,edge,chg_Arab,eng_Latn
اول مظلوم کشى باقى خواجەنينک اناسى ايردى,That woman was Baqi Khwaja’s mother.,chg_Arab,eng_Latn
بارسام,барсам,chg_Arab,kaz_Cyrl
ﺍﻮﺮﺩﺍﺴﻴﻐﻪ,to the horde,chg_Arab,eng_Latn
ترک,abandonment,chg_Arab,eng_Latn
ﮬﻨﺭﻠﻴﮏ,"skilled, skillful",chg_Arab,eng_Latn
ﻜﻳﺘﻤﺎﮐﻟﻳﻜﻴﻤﺪﺍ,in my departure,chg_Arab,eng_Latn
ﺍﻮﻏﺮﻯ,thief,chg_Arab,eng_Latn
دقيانوس بو حالدين واقف بولوب الارنينک قتلى فکريدا بولميش,"When Decius found out about this, he began to think about killing them",chg_Arab,eng_Latn
توغلوق تمور خان دېکان سيزنينک الدينکيزدا مسلمان بولاى ديب وعدە قليب,Before you Tughluq Temur Khan will promise to become a Muslim,chg_Arab,eng_Latn
بر کون جفت لوقغە ميل قليب ايردى.,Бір күні қосылуға ниет қылып еді.,chg_Arab,kaz_Cyrl
ﻣﻗﺩﻤﻪ,"кіріспе, алғысөз",chg_Arab,kaz_Cyrl
بو قصە تواريخ و تفاسيردا مبسوط بار,This story is detailed in histories and commentaries,chg_Arab,eng_Latn
اق سوت,ақ сүт,chg_Arab,kaz_Cyrl
بو کافر بانک نمازغە اوقوغان ازان نينک اونينى اشتيب شونينک بارسيدين سوز سورار بولغاى,"«Бұл кәпір намазға оқыған азанның үнін естіп, соның жайынан сөз сұрар болғай»",chg_Arab,kaz_Cyrl
ﻴﺎﻮﺮﻏﺎﻦ,blanket,chg_Arab,eng_Latn
ﻳﻳﺩﻮﺭﻮﺭﻻﺭ,"will feed, will feed",chg_Arab,eng_Latn
ﺘﻮﻧﻛﻮﺯ,pig,chg_Arab,eng_Latn
چهار يارى,Sunnis,chg_Arab,eng_Latn
بارينكلار,тиген,chg_Arab,kaz_Cyrl
ﻛﻧﺪ,fortress,chg_Arab,eng_Latn
ﺒﺎﻘﺪﻮﻡ,I looked.,chg_Arab,eng_Latn
ﺪﺭﻩ,"аңғар, алқап",chg_Arab,kaz_Cyrl
ﻓﺎﺭﻍ,release,chg_Arab,eng_Latn
ﻏﺮﻭﺮ,"мақтану, масаттану",chg_Arab,kaz_Cyrl
توردى,they stood,chg_Arab,eng_Latn
عجايب,ғажайып,chg_Arab,kaz_Cyrl
ﻭﺻﻴﺗﻼﺭﻧﻰ,commandments,chg_Arab,eng_Latn
الار طعام ييب تنکرى تعالی غا سجدات شکر قيليب ينە اويقوغە بارميشلار,"They ate food and prayed in thanks to God, and then they went back to sleep",chg_Arab,eng_Latn
يمان,жаман,chg_Arab,kaz_Cyrl
ﺘﻓﻧﮏ,оқ,chg_Arab,kaz_Cyrl
